#GRM32DR72D224KW01,,
#2023/01/18,,
#r,,
#DC0V 25degC,,
Frequency[Hz],Resistance[ohm],
99999.99999999999,0.07377806215772241,
102788.70110918372,0.07211679568975514,
105655.17075713105,0.0704765240835001,
108601.57767594514,0.06885915536775501,
111630.15107718525,0.06726646648078877,
114743.18233845817,0.06570009673836294,
117943.02673704346,0.06416154272847373,
121232.10523186425,0.06265215462828148,
124612.90629515202,0.061173133916533444,
128087.98779519099,0.05972553243465581,
131659.9789315666,0.05831025273187548,
135331.58222438226,0.056928049614529325,
139105.57555894947,0.05557953280728927,
142984.81428749833,0.0542651706244243,
146972.23338949808,0.05298529454240931,
151070.8496922231,0.05174010456108589,
155283.7641532434,0.05052967523898928,
159614.16420656713,0.0493539622891657,
164065.32617421,0.04821280962454615,
168640.61774501606,0.047105956746431234,
173343.50052260564,0.04603304637556314,
178177.5326443774,0.04499363223232969,
183146.37147354733,0.04398718688054181,
188253.77636625993,0.04301310955769436,
193503.61151586607,0.0420707339233832,
198899.8488765196,0.04115933566638461,
204446.57116830384,0.04027813991961638,
210147.97496616238,0.03942632844059539,
216008.37387497092,0.038603046522973396,
222032.2017931519,0.03780740961213676,
228224.01626730256,0.03703850960463296,
234588.50194037252,0.036295420817265264,
241130.47409600115,0.03557720561705666,
247854.88230169634,0.03488291970790536,
254766.81415360974,0.03421161707364667,
261871.4991257435,0.033562354580420804,
269174.31252649915,0.032934196243756576,
276680.7795655633,0.03232621716766267,
284396.57953420625,0.031737507164327335,
292327.55010215734,0.031167174063817048,
300479.6917343057,0.030614346723508858,
308859.17223057215,0.030078177746952248,
317472.3313923818,0.029557845921505996,
326325.6858192726,0.02905255838350886,
335425.9338392661,0.028561552518987832,
344779.96057673154,0.028084097607056616,
354394.84316157806,0.0276194962122783,
364277.85608371487,0.027167085331423674,
374436.4766968321,0.026726237299310396,
384878.3908756651,0.026296360457813292,
395611.49883102323,0.025876899591737338,
406643.92108698236,0.025467336135082494,
417984.00462476327,0.025067188151330938,
429640.32919794455,0.024676010091770433,
441621.7138237882,0.024293392336538662,
453937.22345558845,0.023918960524028594,
466596.17584109225,0.023552374675511176,
479608.1485721814,0.02319332812328512,
492982.9863311494,0.022841546252307755,
506730.80833905324,0.022496785067045572,
520862.01601178007,0.022158829597149,
535387.3008296173,0.021827492157434864,
550317.6524262817,0.021502610479482778,
565664.3669035273,0.021184045733846486,
581439.055377623,0.02087168046337844,
597653.652764166,0.020565416449402803,
614320.4268078775,0.020265172533390517,
631451.9873642109,0.019970882417345806,
649061.2959397993,0.01968249246627227,
667161.6754989547,0.019399959535830492,
685766.8205436427,0.01912324884762269,
704890.8074745571,0.018852331933454557,
724548.1052411342,0.01858718466845681,
744753.5862885634,0.01832778541113502,
765522.5378100781,0.018074113266309765,
786870.6733130392,0.017826146484565427,
808814.1445075615,0.017583861009313882,
831369.5535266786,0.01734722917996466,
854553.965487293,0.017116218597048042,
878384.9214014106,0.016890791152527687,
902880.4514474344,0.01667090222602692,
928059.0886115519,0.016456500045335706,
953939.8827095424,0.01624752520740766,
980542.4147996095,0.016043910354138644,
1007886.811997143,0.015845579995566243,
1035993.7627026236,0.015652450471759796,
1064884.5322541862,0.015464430043591748,
1094580.9790166845,0.015281419101788284,
1125105.5709194369,0.015103310483141454,
1156481.402455155,0.014929989882507277,
1188732.2121529256,0.014761336349190302,
1221882.400538458,0.014597222856498192,
1255957.0485951952,0.014437516933606549,
1290981.9367402403,0.014282081349374214,
1326983.5643294768,0.014130774838357082,
1363989.1697066186,0.013983452859954126,
1402026.750811373,0.013839968382349547,
1441125.0863623023,0.013700172683664094,
1481313.7576304127,0.013563916163469162,
1522623.1708199428,0.013431049158528326,
1565084.580073287,0.013301422757294765,
1608730.1111174545,0.013174889608293537,
1653592.7855699598,0.013051304718046138,
1699706.5459225308,0.012930526234643311,
1747106.2812215409,0.012812416213437735,
1795827.8534645848,0.012696841361611722,
1845908.1247331821,0.012583673758580284,
1897384.9850821288,0.012472791549322687,
1950297.3812065993,0.012364079607806657,
2004685.345908689,0.012257430167689482,
2060590.0283856883,0.01215274341746395,
2118053.725363009,0.012049928057179407,
2177119.913095314,0.011948901813826171,
2237833.280260062,0.011849591912441672,
2300239.761768357,0.011751935499997807,
2364386.573518676,0.011655880019175734,
2430322.248119782,0.011561383529244608,
2498096.671609838,0.011468414971447478,
2567761.1211995026,0.011376954376572245,
2639368.304067582,0.011286993012757771,
2712972.3972385586,0.01119853347205928,
2788629.088572198,0.011111589694875041,
2866395.6188962315,0.011026186932014443,
2946330.8253139844,0.010942361644958818,
3028495.1857197373,0.010860161345718732,
3112950.8645554795,0.010779644378608554,
3199761.7598436824,0.010700879647221108,
3288993.55153168,0.010623946290868514,
3380713.751184225,0.010548933315734525,
3474991.7530618263,0.010475939186931103,
3571898.8866235046,0.01040507138854057,
3671508.4704936952,0.010336445959527136,
3773895.8679341273,0.010270187014093974,
3879138.5438626455,0.010206426255622299,
3987316.123462116,0.010145302493739959,
4098510.4524237663,0.010086961174317392,
4212805.658870517,0.010031553932271644,
4330288.217007196,0.009979238176974764,
4451047.012545724,0.009930176719818192,
4575173.409954877,0.009884537453091464,
4702761.321585367,0.009842493088811438,
4833907.27872268,0.009804220965509826,
4968710.5046213325,0.009769902930281182,
5107272.989575837,0.009739725302641854,
5249699.568085179,0.009713878925986717,
5396097.998169184,0.009692559311690897,
5546579.042896769,0.009675966880224037,
5701256.554187783,0.00966430730306194,
5860247.558951827,0.00965779194873,
6023672.347629228,0.009656638436030904,
6191654.565201159,0.009661071297430154,
6364321.304737748,0.009671322755732886,
6541803.203554986,0.009687633617620098,
6724234.54205314,0.009710254288362018,
6911753.345311492,0.00973944591313343,
7104501.4875162365,0.00977548165187265,
7302624.799300576,0.009818648096613636,
7506273.178078197,0.00986924684275554,
7715600.701453624,0.00992759622891324,
7930765.743795249,0.009994033263938319,
8151931.096059229,0.010068915764571765,
8379264.0889549265,0.010152624733192006,
8612936.719545046,0.010245567012520678,
8853125.781376285,0.01034817826328866,
9100012.998238957,0.010460926322197547,
9353785.16165671,0.010584315011623437,
9614634.272210494,0.010718888490174792,
9882757.684803586,0.010865236255448343,
1.0158358257977644E7,0.01102399893847425,
1.044164450739272E7,0.011195875065192219,
1.0732830763587402E7,0.011381629006251004,
1.1032137334138379E7,0.011582100395699456,
1.1339790670342164E7,0.011798215376112564,
1.1656023538545111E7,0.01203100012834082,
1.1981075196251234E7,0.012281597276600937,
1.2315191573141228E7,0.01255128593542692,
1.265862545713952E7,0.012841506399989456,
1.3011636685670184E7,0.013153890797900834,
1.3374492342246423E7,0.01349030145074799,
1.3747466958542345E7,0.013852879282991781,
1.413084272209988E7,0.01424410543077343,
1.4524909689828085E7,0.014666880340355591,
1.4929966007456258E7,0.015124626248092594,
1.5346318135106944E7,0.015621421213278766,
1.5774281079159532E7,0.016162176150507357,
1.6214178630579812E7,0.01675287106080563,
1.6666343609895822E7,0.01740087362284363,
1.7131118119005356E7,0.018115373592891584,
1.7608853800005626E7,0.018907981771837442,
1.809991210124092E7,0.019793565179248268,
1.8604664550769508E7,0.020791424245686647,
1.912349303745673E7,0.021926968346235597,
1.965679009990695E7,0.023234118542226498,
2.020495922345298E7,0.024758763476665623,
2.0768415145427532E7,0.026563701423501583,
2.134758416894795E7,0.028735542823664546,
2.194290448545133E7,0.031393755387725354,
2.2554826506224237E7,0.03470058123650361,
2.3183813203177772E7,0.038865628909891196,
2.3830340459125876E7,0.04412493404671916,
2.449489742783178E7,0.05064183549185901,
2.517798690409513E7,0.05823173103674293,
2.5880125704159774E7,0.06586943994576386,
2.6601845056729805E7,0.07142610234276495,
2.734369100489018E7,0.07274839533952196,
2.810622481923531E7,0.0697423056845525,
2.8890023422519006E7,0.0644945327266103,
2.9695679826146223E7,0.059229217527773104,
3.052380357883763E7,0.05509378712335038,
3.137502122780571E7,0.05235997638571702,
3.2249976792792182E7,0.050927962156247626,
3.314933225332425E7,0.05062300493349592,
3.407376804955973E7,0.05130717905966367,
3.5023983597098455E7,0.05290484918869716,
3.60006978161511E7,0.05539436749674469,
3.700464967546397E7,0.05877988901294244,
3.80365987514132E7,0.06303539330461351,
3.9097325802689604E7,0.06800346904618998,
4.0187633361010395E7,0.07324889606006099,
4.130834633830356E7,0.07794860329476709,
4.246031265082532E7,0.08102745052622924,
4.3644403860681735E7,0.08168112320296049,
4.486151583524121E7,0.07993601918576007,
